promedio_kardex,horas_estudio,asistencias,unidades_aprobadas,nivel_estres,motivacion,beca,trabaja,perfil_rendimiento,edad,horas_ocio,integrantes_familia,ingresos_familiares,actividades_extracurriculares,participacion_clase,apoyo_gubernamental,habilidades_blandas,sociabilidad,semestre,materias_cursando,carrera
87.1,4,88,5,7,5,No,Sí,Rendimiento Promedio,24,5,3,45571,3,89,No,79.2,86.6,10,6,Ing. Electrónica
93.3,3,97,9,3,8,Sí,No,Alto Rendimiento,22,3,4,41425,1,90,No,84.0,85.5,8,6,Arquitectura
73.0,2,85,1,10,1,No,No,Bajo Rendimiento,22,1,1,21361,2,92,No,79.4,90.0,5,6,Ing. Química
70.0,1,71,3,9,3,No,No,Bajo Rendimiento,20,5,1,21882,0,91,Sí,88.2,89.4,6,7,Ing. Civil
82.8,3,88,7,5,6,No,Sí,Rendimiento Promedio,25,4,1,49320,3,90,No,84.0,88.3,3,5,Ing. Gestión Empresarial
86.0,4,88,6,4,8,No,Sí,Rendimiento Promedio,18,2,2,46649,2,84,No,78.9,85.2,7,7,Ing. Mecánica
85.8,2,86,6,4,5,No,Sí,Rendimiento Promedio,25,4,3,8348,0,84,No,77.2,91.3,4,6,Ing. Química
81.2,4,90,6,6,6,No,Sí,Rendimiento Promedio,21,1,5,44321,3,82,No,85.0,81.6,2,5,Ing. Mecánica
84.2,2,90,8,4,5,No,Sí,Rendimiento Promedio,22,4,2,48600,1,81,Sí,85.7,82.6,7,6,Ing. Mecánica
81.1,4,91,8,4,5,No,No,Rendimiento Promedio,19,1,2,49178,0,77,Sí,80.9,83.8,6,6,Ing. Gestión Empresarial
75.1,2,75,4,8,4,No,Sí,Bajo Rendimiento,23,4,2,43594,1,88,No,86.3,85.9,1,6,Ing. Gestión Empresarial
94.9,5,96,8,3,9,Sí,No,Alto Rendimiento,23,3,4,21961,0,84,Sí,91.0,93.9,9,6,Ing. Civil
84.2,4,80,6,7,6,No,Sí,Rendimiento Promedio,18,4,5,37680,1,85,No,91.1,89.9,11,4,Ing. Industrial
77.2,2,78,1,7,4,No,No,Bajo Rendimiento,25,5,2,13556,3,88,No,93.8,80.9,9,6,Ing. Industrial
82.9,3,84,5,5,7,No,Sí,Rendimiento Promedio,22,2,3,11560,1,85,Sí,79.2,94.4,10,7,Ing. Mecánica
84.4,4,85,7,6,6,Sí,Sí,Rendimiento Promedio,24,3,2,17905,1,83,No,84.3,80.4,3,6,Ing. Civil
81.3,3,95,6,6,6,Sí,Sí,Rendimiento Promedio,21,4,1,35196,1,84,Sí,81.9,86.0,12,5,Ing. Mecánica
83.5,2,89,5,6,8,No,Sí,Rendimiento Promedio,22,1,1,12554,3,82,No,79.7,90.8,10,5,Ing. Industrial
80.4,2,90,7,7,7,No,Sí,Rendimiento Promedio,21,3,2,29425,2,90,Sí,86.0,87.4,1,6,Ing. Industrial
82.9,4,84,6,4,7,Sí,Sí,Rendimiento Promedio,18,5,4,18106,2,78,No,75.7,84.3,12,7,Ing. Industrial
86.1,4,88,6,5,6,No,Sí,Rendimiento Promedio,24,2,2,31630,0,87,Sí,94.3,89.2,7,7,Ing. Bioquímica
93.2,4,96,8,3,8,Sí,Sí,Alto Rendimiento,24,2,2,41464,2,85,No,79.6,93.0,4,7,Ing. Civil
85.2,3,88,8,7,6,No,Sí,Rendimiento Promedio,24,4,3,6212,1,78,No,77.6,86.8,3,7,Ing. Química
84.4,2,88,6,6,6,Sí,No,Rendimiento Promedio,23,5,2,35550,3,84,Sí,84.0,85.7,8,4,Arquitectura
71.9,1,77,4,8,1,Sí,Sí,Bajo Rendimiento,20,5,2,11397,2,88,No,85.5,90.2,9,5,Ing. Mecánica
84.3,4,83,5,5,8,No,No,Rendimiento Promedio,23,2,1,45689,3,84,No,89.4,80.5,8,6,Ing. Civil
97.3,3,100,8,2,10,Sí,No,Alto Rendimiento,21,2,1,43398,1,81,No,86.7,81.1,4,5,Ing. Civil
88.3,4,84,8,5,5,No,Sí,Rendimiento Promedio,21,5,4,24170,2,85,No,88.8,87.2,7,5,Ing. Civil
95.2,4,100,8,1,9,Sí,No,Alto Rendimiento,25,2,2,40608,0,77,No,90.6,89.3,12,5,Ing. Química
86.5,4,86,8,6,8,Sí,Sí,Rendimiento Promedio,18,1,2,35142,0,82,No,80.8,76.0,2,7,Ing. Química
80.0,2,81,2,7,3,No,No,Bajo Rendimiento,18,2,1,33899,1,79,Sí,93.8,88.0,11,5,Ing. Gestión Empresarial
85.6,2,88,5,5,8,No,Sí,Rendimiento Promedio,19,1,1,27431,3,86,No,85.3,86.8,1,6,Ing. Civil
82.8,2,84,6,6,7,No,Sí,Rendimiento Promedio,23,2,3,36284,1,90,Sí,88.9,87.7,1,5,Ing. Gestión Empresarial
82.0,3,89,7,7,8,No,No,Rendimiento Promedio,23,3,1,30880,2,87,Sí,85.3,85.5,10,5,Ing. Industrial
88.6,4,82,7,6,5,Sí,Sí,Rendimiento Promedio,18,3,2,28559,3,93,No,81.4,77.2,5,6,Ing. Industrial
83.5,2,85,6,5,5,No,Sí,Rendimiento Promedio,22,3,1,29772,3,90,No,85.1,85.5,9,7,Ing. Gestión Empresarial
87.9,3,84,6,7,6,No,Sí,Rendimiento Promedio,21,1,3,25458,3,80,Sí,87.5,93.6,4,5,Ing. Civil
83.2,2,91,5,6,8,No,Sí,Rendimiento Promedio,24,1,3,21257,3,84,No,84.7,89.6,4,6,Ing. Inteligencia Artificial
83.0,2,89,7,7,6,No,Sí,Rendimiento Promedio,20,4,3,36890,2,87,No,87.8,81.3,7,6,Ing. Civil
95.0,4,98,8,1,8,Sí,No,Alto Rendimiento,18,4,3,43850,3,81,Sí,91.1,90.1,10,6,Ing. Industrial
90.0,2,84,8,7,8,No,No,Rendimiento Promedio,24,2,3,47470,3,87,No,83.4,91.0,1,5,Arquitectura
95.2,3,98,9,3,10,Sí,No,Alto Rendimiento,21,1,6,12903,1,87,Sí,83.2,82.4,2,7,Ing. Industrial
82.0,4,88,6,5,5,No,Sí,Rendimiento Promedio,20,3,7,45133,0,86,No,89.8,83.4,7,5,Ing. Electrónica
86.0,4,84,5,7,5,Sí,No,Rendimiento Promedio,19,3,3,42639,3,84,No,89.6,76.1,10,5,Arquitectura
95.0,3,98,10,4,10,Sí,Sí,Alto Rendimiento,25,3,2,8258,0,80,No,88.3,82.4,8,7,Ing. Química
82.4,2,87,5,7,6,No,Sí,Rendimiento Promedio,22,2,4,13324,3,87,No,86.6,83.0,3,6,Ing. Sistemas
94.4,3,95,10,4,9,Sí,No,Alto Rendimiento,19,1,3,42708,3,85,No,85.7,88.8,9,5,Arquitectura
85.4,2,84,7,5,5,No,Sí,Rendimiento Promedio,18,2,7,19494,1,81,No,82.6,88.3,1,6,Arquitectura
89.9,2,86,5,6,7,No,Sí,Rendimiento Promedio,22,5,3,28948,0,85,No,88.9,88.3,2,5,Ing. Gestión Empresarial
86.2,4,88,7,4,7,No,No,Rendimiento Promedio,19,5,4,8189,1,83,Sí,88.2,83.5,2,7,Ing. Sistemas
87.1,2,86,8,5,6,No,Sí,Rendimiento Promedio,21,4,1,34056,2,87,No,90.0,86.3,8,6,Ing. Bioquímica
90.0,2,80,8,6,5,No,No,Rendimiento Promedio,18,1,2,41397,0,87,Sí,93.1,95.0,4,7,Arquitectura
82.1,2,95,5,7,8,No,Sí,Rendimiento Promedio,23,3,4,24587,0,82,No,81.0,92.5,3,6,Ing. Civil
95.4,3,99,10,4,9,No,No,Alto Rendimiento,19,1,3,14247,1,84,Sí,90.8,93.8,8,7,Ing. Civil
83.3,4,89,8,7,8,Sí,Sí,Rendimiento Promedio,22,4,1,15336,3,82,Sí,88.8,88.4,10,6,Ing. Mecánica
85.6,3,87,7,6,7,No,Sí,Rendimiento Promedio,22,3,4,33543,3,92,Sí,88.6,94.0,1,7,Arquitectura
77.4,2,81,2,7,2,No,No,Bajo Rendimiento,25,2,2,27093,2,83,No,89.8,94.1,3,7,Ing. Bioquímica
82.5,3,92,5,6,8,No,No,Rendimiento Promedio,23,3,1,38650,3,86,No,80.0,92.4,1,5,Ing. Sistemas
85.5,4,95,6,4,7,No,Sí,Rendimiento Promedio,24,5,3,15626,0,94,No,91.0,90.7,3,6,Ing. Inteligencia Artificial
82.5,2,85,5,5,5,No,Sí,Rendimiento Promedio,20,2,3,42683,0,72,No,80.4,81.0,12,6,Ing. Sistemas
86.3,2,83,8,6,5,No,Sí,Rendimiento Promedio,22,3,2,17042,2,88,No,78.6,91.8,6,5,Arquitectura
79.8,2,85,1,7,4,Sí,No,Bajo Rendimiento,22,2,4,32400,2,87,Sí,86.8,78.5,8,5,Ing. Bioquímica
70.0,2,76,5,9,1,No,No,Bajo Rendimiento,25,5,4,7232,1,81,Sí,92.9,87.1,6,7,Ing. Química
84.3,2,86,8,6,8,No,Sí,Rendimiento Promedio,24,5,1,40773,0,78,Sí,89.3,93.5,5,4,Ing. Industrial
84.5,3,85,7,7,6,No,No,Rendimiento Promedio,18,1,4,22591,0,82,No,89.5,87.2,2,7,Ing. Inteligencia Artificial
80.0,2,72,2,8,4,Sí,No,Bajo Rendimiento,22,5,5,39685,2,83,No,88.8,77.7,5,5,Ing. Mecánica
85.5,2,89,6,7,6,No,Sí,Rendimiento Promedio,20,5,7,35770,2,86,Sí,84.2,81.2,6,7,Ing. Química
74.1,2,85,2,7,4,No,No,Bajo Rendimiento,22,5,3,7779,0,78,No,82.5,86.5,8,5,Ing. Sistemas
93.4,4,95,9,2,8,Sí,Sí,Alto Rendimiento,20,4,4,15241,2,80,No,78.8,78.4,9,4,Ing. Gestión Empresarial
85.1,2,88,5,5,7,No,Sí,Rendimiento Promedio,24,5,4,18388,3,82,No,88.3,89.4,1,7,Ing. Civil
90.0,2,80,6,7,6,No,Sí,Rendimiento Promedio,21,1,5,8042,1,95,No,83.4,83.8,11,4,Arquitectura
96.7,4,95,10,4,8,No,No,Alto Rendimiento,20,2,6,8550,3,83,Sí,90.9,89.5,12,7,Ing. Civil
81.9,2,90,7,7,5,No,Sí,Rendimiento Promedio,18,4,6,9494,1,80,No,86.5,90.2,2,6,Ing. Mecánica
77.1,2,78,2,10,3,No,No,Bajo Rendimiento,19,2,6,49868,2,88,No,86.2,83.3,10,7,Ing. Gestión Empresarial
82.3,4,90,8,6,7,No,Sí,Rendimiento Promedio,23,2,3,6062,0,76,No,77.3,99.1,9,7,Ing. Electrónica
74.4,1,75,2,7,4,No,No,Bajo Rendimiento,19,1,4,42409,3,80,Sí,84.3,83.0,9,7,Ing. Gestión Empresarial
77.6,1,81,2,10,3,No,No,Bajo Rendimiento,21,4,6,13933,3,75,No,84.9,85.8,5,7,Arquitectura
92.2,3,99,9,2,8,Sí,No,Alto Rendimiento,18,3,3,19401,2,84,No,73.0,88.6,10,7,Ing. Gestión Empresarial
86.1,2,85,6,5,7,Sí,No,Rendimiento Promedio,21,5,4,22836,3,82,No,84.3,92.9,11,6,Ing. Civil
86.3,3,90,6,7,6,No,No,Rendimiento Promedio,21,2,1,22760,0,91,Sí,84.9,87.5,7,6,Ing. Mecánica
96.1,4,96,9,4,8,No,No,Alto Rendimiento,25,2,3,21766,1,86,Sí,84.6,84.2,4,6,Ing. Sistemas
97.0,3,98,9,4,10,Sí,No,Alto Rendimiento,22,1,1,34722,3,84,No,80.8,92.3,6,6,Ing. Civil
86.7,3,84,7,6,7,No,Sí,Rendimiento Promedio,22,1,5,5066,1,79,No,89.8,86.0,10,6,Ing. Química
79.5,1,78,4,9,1,No,No,Bajo Rendimiento,18,1,2,25287,1,83,No,84.2,84.1,11,7,Ing. Química
86.1,4,88,8,7,7,No,Sí,Rendimiento Promedio,19,4,5,17787,0,89,Sí,75.8,87.3,1,6,Ing. Sistemas
82.8,3,90,6,7,6,No,Sí,Rendimiento Promedio,20,5,3,47881,2,80,No,79.4,84.3,11,5,Ing. Bioquímica
86.1,3,90,6,6,5,No,Sí,Rendimiento Promedio,22,4,1,26234,0,89,Sí,94.6,88.7,11,6,Ing. Civil
73.5,1,79,1,8,4,Sí,No,Bajo Rendimiento,18,1,3,6435,0,79,Sí,83.7,87.1,6,5,Ing. Civil
74.0,1,76,5,8,1,No,No,Bajo Rendimiento,25,1,1,39421,1,83,No,74.3,85.8,10,7,Ing. Sistemas
87.3,3,93,7,6,5,Sí,Sí,Rendimiento Promedio,18,2,4,19301,2,88,Sí,86.2,87.2,3,6,Ing. Gestión Empresarial
94.8,4,96,8,1,9,Sí,No,Alto Rendimiento,24,4,3,44592,0,88,No,79.1,81.7,10,7,Ing. Mecánica
86.7,3,86,8,6,6,No,Sí,Rendimiento Promedio,19,4,5,26873,2,80,Sí,91.2,88.1,8,7,Ing. Química
81.5,3,88,6,4,6,No,Sí,Rendimiento Promedio,18,5,1,14824,0,82,No,78.3,78.0,8,7,Ing. Industrial
82.3,4,91,5,5,6,No,Sí,Rendimiento Promedio,23,4,7,31381,0,84,No,78.7,76.7,11,6,Ing. Gestión Empresarial
74.9,1,85,1,10,3,Sí,No,Bajo Rendimiento,18,5,3,13252,1,93,No,90.4,86.1,7,6,Ing. Sistemas
85.7,2,91,8,7,8,No,Sí,Rendimiento Promedio,19,3,3,17237,1,93,No,79.7,78.8,8,6,Ing. Industrial
85.6,4,95,5,7,6,No,No,Rendimiento Promedio,22,5,4,43961,1,90,No,87.6,80.7,3,5,Ing. Industrial
81.8,3,94,5,5,5,Sí,Sí,Rendimiento Promedio,25,1,2,8596,2,89,No,81.9,89.2,12,6,Ing. Industrial
84.9,3,92,7,6,8,No,Sí,Rendimiento Promedio,19,3,4,10315,0,78,Sí,84.0,89.0,1,7,Ing. Civil
83.6,2,83,5,5,5,No,Sí,Rendimiento Promedio,25,2,2,47258,3,91,No,86.9,87.8,8,7,Ing. Inteligencia Artificial
84.8,4,95,8,4,8,Sí,Sí,Rendimiento Promedio,21,2,1,23647,1,79,Sí,89.0,87.9,5,6,Ing. Inteligencia Artificial
87.9,2,87,5,4,5,No,Sí,Rendimiento Promedio,22,2,2,26795,2,80,No,92.9,88.1,11,7,Ing. Industrial
82.1,3,85,5,4,7,Sí,Sí,Rendimiento Promedio,25,1,2,32973,2,86,No,79.9,90.8,11,5,Ing. Química
88.6,2,84,6,4,7,Sí,Sí,Rendimiento Promedio,21,2,3,49872,0,85,No,81.1,85.4,3,6,Ing. Civil
94.1,3,98,8,2,10,No,No,Alto Rendimiento,18,5,1,15764,3,84,No,85.7,80.9,11,6,Ing. Civil
97.5,3,99,10,4,8,No,No,Alto Rendimiento,21,1,5,28063,3,78,No,86.6,82.6,11,6,Ing. Gestión Empresarial
74.4,1,75,3,8,3,No,No,Bajo Rendimiento,19,4,1,16121,3,83,No,78.9,85.3,12,6,Ing. Industrial
75.1,2,72,2,7,3,No,No,Bajo Rendimiento,19,1,2,15845,3,78,No,81.7,86.9,8,7,Arquitectura
72.6,1,73,5,10,1,No,No,Bajo Rendimiento,24,1,5,5607,1,90,No,80.1,85.8,6,6,Ing. Gestión Empresarial
70.0,1,76,3,8,2,No,No,Bajo Rendimiento,20,4,3,19303,3,75,No,82.5,75.6,1,5,Arquitectura
70.0,1,82,4,10,1,Sí,No,Bajo Rendimiento,24,5,4,13161,1,87,No,86.1,76.7,12,7,Ing. Mecánica
81.5,2,85,7,7,6,No,Sí,Rendimiento Promedio,24,3,2,33706,3,83,No,87.3,90.0,2,6,Ing. Sistemas
78.4,2,71,4,7,2,Sí,No,Bajo Rendimiento,25,4,5,28441,1,78,No,91.2,81.1,4,5,Ing. Mecánica
83.2,3,90,6,6,8,No,No,Rendimiento Promedio,23,1,2,29270,1,87,Sí,87.1,79.6,9,5,Ing. Mecánica
85.6,2,80,8,6,5,No,Sí,Rendimiento Promedio,24,2,3,24223,3,88,No,78.1,89.4,9,7,Ing. Mecánica
72.0,2,83,1,10,1,No,No,Bajo Rendimiento,25,4,1,12045,2,83,No,85.4,88.3,10,7,Ing. Bioquímica
95.6,3,98,9,2,9,Sí,No,Alto Rendimiento,18,4,5,49195,3,92,No,85.4,77.5,2,6,Arquitectura
83.3,3,89,8,6,7,No,Sí,Rendimiento Promedio,19,3,4,22801,1,81,No,79.0,90.6,1,5,Ing. Gestión Empresarial
81.2,2,86,6,4,6,No,Sí,Rendimiento Promedio,22,1,2,17691,1,91,No,82.1,81.8,1,6,Ing. Civil
84.0,2,87,5,6,7,No,Sí,Rendimiento Promedio,24,2,1,40876,2,90,Sí,88.2,77.6,2,6,Ing. Mecánica
87.3,2,89,6,6,6,No,Sí,Rendimiento Promedio,24,2,3,46447,0,76,No,79.9,95.3,10,7,Ing. Civil
79.5,1,77,1,7,2,No,No,Bajo Rendimiento,24,3,4,35944,0,96,No,89.2,78.4,4,6,Ing. Gestión Empresarial
89.4,3,91,8,6,8,Sí,Sí,Rendimiento Promedio,19,2,6,37523,2,86,No,81.6,79.8,9,6,Ing. Mecánica
84.8,2,94,6,6,6,No,Sí,Rendimiento Promedio,22,5,3,25808,2,87,No,84.5,92.6,8,6,Ing. Civil
86.8,4,93,8,7,6,No,No,Rendimiento Promedio,18,4,3,37864,3,78,No,78.6,84.2,12,6,Arquitectura
70.6,2,70,2,8,1,No,Sí,Bajo Rendimiento,23,4,3,20807,1,94,Sí,85.1,79.9,3,7,Ing. Gestión Empresarial
71.7,1,78,1,8,3,No,No,Bajo Rendimiento,20,2,3,34853,0,84,No,85.3,82.3,12,6,Ing. Química
70.2,1,81,4,8,4,No,No,Bajo Rendimiento,20,2,1,42904,3,82,No,80.8,84.2,11,7,Arquitectura
85.7,3,81,8,5,7,Sí,Sí,Rendimiento Promedio,21,2,2,10666,0,85,Sí,83.2,83.1,1,7,Ing. Civil
90.0,4,91,8,5,5,No,Sí,Rendimiento Promedio,19,4,3,13615,3,83,Sí,85.9,78.3,6,6,Ing. Civil
88.1,3,86,6,4,6,No,No,Rendimiento Promedio,18,2,4,19738,1,87,No,88.5,94.0,10,6,Ing. Civil
93.0,3,95,10,1,10,Sí,No,Alto Rendimiento,21,5,3,23235,3,79,No,85.4,95.8,11,6,Arquitectura
96.8,3,95,8,3,8,Sí,No,Alto Rendimiento,18,5,1,46390,1,91,Sí,96.5,81.7,7,5,Ing. Sistemas
82.7,3,85,5,7,6,No,Sí,Rendimiento Promedio,18,4,3,6917,3,91,No,87.5,81.4,2,7,Ing. Industrial
84.2,2,91,7,5,5,No,Sí,Rendimiento Promedio,21,1,4,40525,1,86,Sí,90.2,80.2,11,7,Ing. Inteligencia Artificial
71.7,1,75,5,7,1,No,No,Bajo Rendimiento,18,1,5,32561,3,88,No,77.2,91.4,6,7,Ing. Industrial
82.4,4,88,7,7,6,Sí,Sí,Rendimiento Promedio,25,1,6,24948,3,78,No,83.4,84.0,8,6,Ing. Mecánica
70.0,2,74,5,8,1,No,No,Bajo Rendimiento,21,5,1,30416,1,79,Sí,88.7,78.3,1,6,Ing. Gestión Empresarial
93.9,3,99,9,2,9,Sí,No,Alto Rendimiento,25,3,2,26018,2,84,Sí,86.9,77.9,8,4,Arquitectura
73.9,2,74,1,8,1,No,No,Bajo Rendimiento,24,1,2,20629,2,80,Sí,92.3,84.8,3,5,Ing. Gestión Empresarial
94.4,4,98,8,4,8,Sí,Sí,Alto Rendimiento,24,3,2,23018,3,70,No,81.8,93.2,11,5,Ing. Sistemas
73.4,1,75,5,9,3,No,No,Bajo Rendimiento,23,4,7,5125,1,87,Sí,77.7,83.9,9,5,Ing. Civil
80.0,3,88,5,5,8,No,No,Rendimiento Promedio,19,5,4,37467,0,93,No,82.6,82.7,10,6,Ing. Gestión Empresarial
86.6,3,86,6,5,6,No,Sí,Rendimiento Promedio,21,1,2,27649,0,87,No,74.2,79.7,10,6,Ing. Industrial
74.8,1,76,4,7,4,No,No,Bajo Rendimiento,19,5,3,5351,0,84,No,90.2,84.2,8,6,Ing. Industrial
95.8,3,99,10,1,8,No,No,Alto Rendimiento,24,4,2,46327,0,90,No,74.8,83.8,2,7,Ing. Mecánica
90.0,3,83,7,4,5,Sí,Sí,Rendimiento Promedio,20,5,3,5449,0,86,No,88.8,87.0,12,7,Ing. Gestión Empresarial
88.7,2,87,8,4,8,No,No,Rendimiento Promedio,21,2,2,12172,1,80,No,86.1,84.7,2,5,Ing. Civil
81.0,4,94,7,6,8,No,Sí,Rendimiento Promedio,24,1,1,8068,3,80,No,93.2,87.0,6,6,Arquitectura
94.5,4,95,8,2,9,Sí,No,Alto Rendimiento,25,5,1,18469,0,79,No,87.5,85.9,9,5,Ing. Inteligencia Artificial
87.8,4,81,5,5,6,No,Sí,Rendimiento Promedio,23,5,5,45424,2,83,No,98.2,75.9,11,6,Ing. Industrial
84.9,4,80,5,6,5,No,No,Rendimiento Promedio,20,5,3,11863,2,88,Sí,74.6,85.5,3,7,Ing. Gestión Empresarial
89.1,2,80,5,7,5,No,No,Rendimiento Promedio,25,4,6,29344,0,86,No,88.1,86.6,2,6,Ing. Industrial
72.3,1,70,5,7,3,Sí,No,Bajo Rendimiento,21,1,1,25841,2,92,Sí,97.6,90.5,12,5,Ing. Mecánica
96.0,4,96,8,4,8,No,No,Alto Rendimiento,18,1,3,38560,1,84,Sí,77.3,85.4,3,6,Arquitectura
84.6,2,90,6,5,7,No,Sí,Rendimiento Promedio,25,2,4,7378,0,81,No,90.9,80.6,6,7,Ing. Gestión Empresarial
84.3,3,89,6,7,7,No,Sí,Rendimiento Promedio,25,2,4,48328,3,90,Sí,82.6,74.6,4,7,Ing. Gestión Empresarial
87.7,2,90,6,7,6,Sí,Sí,Rendimiento Promedio,20,5,2,10856,1,82,No,87.2,88.8,2,5,Ing. Sistemas
91.9,4,98,9,1,8,Sí,No,Alto Rendimiento,22,1,1,42120,2,86,No,88.8,80.1,12,6,Arquitectura
81.0,3,87,5,4,6,Sí,Sí,Rendimiento Promedio,22,1,3,18486,0,87,No,78.3,84.5,5,6,Ing. Sistemas
87.8,2,90,6,7,5,Sí,No,Rendimiento Promedio,22,5,3,40144,1,95,No,87.6,86.8,8,5,Ing. Industrial
94.5,3,98,8,2,9,Sí,Sí,Alto Rendimiento,20,3,4,43170,1,82,No,80.9,85.0,5,5,Ing. Química
86.0,4,92,8,5,5,No,Sí,Rendimiento Promedio,19,1,2,15533,1,90,No,88.0,86.3,5,6,Arquitectura
72.5,1,73,4,10,3,No,No,Bajo Rendimiento,21,5,6,32026,1,84,No,87.2,85.7,6,6,Ing. Sistemas
83.4,3,89,7,6,8,No,No,Rendimiento Promedio,18,5,4,42584,1,91,No,99.5,81.1,9,5,Ing. Sistemas
85.6,3,92,6,4,7,No,Sí,Rendimiento Promedio,18,3,5,38345,2,83,No,81.7,77.7,1,7,Ing. Civil
90.0,2,80,7,7,7,No,Sí,Rendimiento Promedio,24,2,3,10319,0,88,Sí,85.4,91.4,2,6,Arquitectura
89.4,4,81,5,6,5,No,Sí,Rendimiento Promedio,20,5,1,49064,1,97,No,77.5,89.0,8,6,Ing. Química
80.5,3,88,5,7,6,No,Sí,Rendimiento Promedio,22,1,1,47491,1,78,Sí,91.9,79.9,12,5,Arquitectura
92.5,4,97,10,2,8,Sí,No,Alto Rendimiento,23,2,3,40538,2,89,Sí,85.7,78.4,12,4,Ing. Gestión Empresarial
73.7,2,85,3,7,1,Sí,Sí,Bajo Rendimiento,24,2,3,27945,3,91,No,90.1,87.0,8,5,Ing. Bioquímica
87.7,2,81,7,6,8,No,No,Rendimiento Promedio,18,2,6,26277,0,82,No,90.4,81.0,5,6,Ing. Sistemas
95.2,4,98,10,4,8,Sí,No,Alto Rendimiento,23,5,1,18587,0,92,No,85.2,80.4,5,5,Ing. Gestión Empresarial
70.0,2,83,1,8,1,No,No,Bajo Rendimiento,24,1,3,40921,3,79,No,82.6,83.1,6,5,Arquitectura
94.7,4,98,9,2,10,No,No,Alto Rendimiento,23,3,6,43519,0,89,No,84.9,85.7,8,6,Ing. Mecánica
87.6,2,89,8,7,7,No,Sí,Rendimiento Promedio,18,4,5,42638,0,86,No,91.3,87.3,4,6,Arquitectura
76.0,1,80,1,10,3,No,No,Bajo Rendimiento,19,4,2,48784,3,89,No,87.0,93.1,4,7,Ing. Civil
81.6,2,93,6,6,5,No,Sí,Rendimiento Promedio,18,2,4,23476,0,84,Sí,87.1,90.9,12,6,Ing. Mecánica
94.1,3,95,10,3,10,No,No,Alto Rendimiento,24,4,2,13817,2,89,Sí,97.6,79.6,1,5,Ing. Mecánica
83.9,2,86,5,7,8,Sí,Sí,Rendimiento Promedio,25,4,2,49544,1,90,No,90.5,81.3,10,4,Ing. Gestión Empresarial
73.1,2,85,4,7,2,Sí,No,Bajo Rendimiento,25,5,1,47979,0,75,No,83.0,88.4,11,4,Ing. Civil
85.6,2,92,8,6,6,Sí,Sí,Rendimiento Promedio,18,3,3,23253,0,82,Sí,81.3,85.3,1,6,Ing. Gestión Empresarial
89.5,4,83,8,6,6,No,No,Rendimiento Promedio,21,4,2,37071,1,85,No,80.7,89.9,7,5,Ing. Gestión Empresarial
86.4,2,81,5,5,5,No,Sí,Rendimiento Promedio,18,3,6,19132,1,83,No,90.3,80.0,5,6,Ing. Civil
86.9,4,91,7,6,6,No,Sí,Rendimiento Promedio,21,4,5,19372,0,87,No,78.9,85.2,5,7,Arquitectura
96.4,4,96,8,4,10,Sí,No,Alto Rendimiento,25,2,3,49051,2,75,No,85.1,87.2,12,7,Ing. Mecánica
92.1,4,98,8,2,9,No,No,Alto Rendimiento,24,2,4,49382,1,83,No,90.1,93.2,1,6,Ing. Gestión Empresarial
83.9,4,85,8,6,8,No,Sí,Rendimiento Promedio,22,3,5,39758,1,86,No,80.5,83.6,2,7,Ing. Electrónica
85.3,3,82,8,6,8,No,Sí,Rendimiento Promedio,19,3,4,25665,3,86,Sí,92.7,90.1,3,6,Ing. Industrial
96.0,3,95,9,4,10,Sí,No,Alto Rendimiento,24,3,4,40447,2,79,Sí,75.1,82.8,5,5,Ing. Mecánica
94.9,4,99,10,1,9,Sí,No,Alto Rendimiento,23,3,1,18352,1,95,Sí,88.0,85.8,2,6,Ing. Gestión Empresarial
98.2,3,97,8,3,10,Sí,Sí,Alto Rendimiento,24,1,4,20269,1,80,No,84.0,81.3,11,7,Ing. Civil
83.7,2,95,5,5,5,No,Sí,Rendimiento Promedio,18,2,2,13491,0,86,No,86.4,85.0,7,4,Ing. Sistemas
87.9,3,80,7,7,5,No,Sí,Rendimiento Promedio,19,4,5,21618,1,82,Sí,87.1,81.7,6,7,Ing. Mecánica
76.0,2,75,2,8,4,No,No,Bajo Rendimiento,24,1,2,13078,1,89,No,84.6,86.4,10,4,Ing. Química
71.7,2,76,2,9,4,Sí,No,Bajo Rendimiento,25,3,5,36614,3,92,No,85.6,80.1,8,4,Ing. Mecánica
96.3,3,98,10,4,9,No,No,Alto Rendimiento,23,4,6,20778,2,86,No,82.3,80.0,12,6,Ing. Bioquímica
85.4,2,93,5,5,6,No,Sí,Rendimiento Promedio,24,2,3,15266,1,87,No,84.4,77.7,1,5,Ing. Civil
84.4,2,84,5,5,6,No,Sí,Rendimiento Promedio,24,3,3,44207,2,82,No,84.8,92.2,8,6,Ing. Gestión Empresarial
96.4,4,96,9,1,10,No,Sí,Alto Rendimiento,19,5,2,38525,2,81,Sí,75.2,94.1,3,6,Arquitectura
83.4,2,86,7,6,5,No,Sí,Rendimiento Promedio,25,3,5,16819,2,73,No,84.1,91.4,8,6,Ing. Industrial
80.0,3,86,7,4,7,No,No,Rendimiento Promedio,23,4,2,32481,3,80,No,82.5,91.2,6,7,Arquitectura
83.9,2,94,5,7,6,No,No,Rendimiento Promedio,23,2,1,41011,1,80,No,87.6,78.4,3,6,Ing. Gestión Empresarial
70.0,1,81,3,9,1,No,No,Bajo Rendimiento,19,3,4,43752,3,86,No,88.2,80.7,2,6,Ing. Gestión Empresarial
